Cliente_ID,Edad,Genero,Saldo,Activo,Nivel_de_Satisfaccion
257,48,Femenino,54863.4,0.0,5
258,46,Femenino,22206.06,1.0,3
259,60,Femenino,61885.15,1.0,3
260,76,Masculino,83881.68,1.0,5
261,30,Masculino,38096.54,0.0,4
262,18,Femenino,97301.62,0.0,4
264,74,Femenino,76703.07,0.0,3
265,69,Femenino,22711.85,0.0,2
266,59,Femenino,58185.6,0.0,1
267,39,Femenino,24604.54,1.0,3
269,58,Masculino,7351.27,1.0,3
270,32,Femenino,16199.27,1.0,5
271,22,Femenino,20771.59,1.0,3
272,61,Masculino,48319.92,0.0,1
273,19,Masculino,2494.69,0.0,3
274,22,Femenino,69535.21,1.0,3
275,71,Femenino,80099.35,1.0,2
276,68,Femenino,60872.21,0.0,4
277,60,Femenino,56982.6,0.0,3
278,75,Masculino,89021.43,0.0,2
279,48,Masculino,74058.88,1.0,3
281,53,Masculino,60827.55,0.0,3
282,36,Femenino,19042.85,1.0,1
283,28,Femenino,84141.19,1.0,5
284,38,Femenino,92498.41,0.0,5
285,49,Masculino,3925.95,1.0,5
286,19,Femenino,10097.92,0.0,3
287,49,Femenino,63615.27,1.0,2
288,60,Masculino,63190.65,0.0,4
289,24,Masculino,99005.48,0.0,1
290,25,Femenino,42223.98,1.0,1
291,58,Femenino,86030.09,0.0,3
292,33,Femenino,88256.16,1.0,3
293,66,Femenino,11206.45,1.0,4
294,72,Femenino,54432.62,1.0,4
296,72,Femenino,63754.02,1.0,4
297,69,Femenino,12498.99,1.0,5
298,57,Femenino,88076.35,1.0,3
299,45,Femenino,53407.94,0.0,3
300,43,Masculino,5295.85,1.0,3
301,59,Masculino,6147.23,0.0,2
302,65,Femenino,51907.07,0.0,4
303,64,Masculino,81387.24,0.0,5
305,57,Masculino,32185.83,0.0,3
306,55,Masculino,61392.0,0.0,4
308,66,Masculino,1082.66,1.0,1
309,50,Masculino,47310.96,1.0,3
310,78,Masculino,81358.52,1.0,4
311,22,Femenino,3520.62,1.0,5
312,19,Femenino,23075.47,1.0,3
314,49,Masculino,41354.49,0.0,4
316,76,Masculino,2264.25,0.0,3
317,44,Femenino,94412.82,1.0,2
318,59,Masculino,60313.31,1.0,5
319,56,Femenino,61602.65,0.0,1
320,72,Masculino,22488.35,0.0,2
321,68,Femenino,26113.07,0.0,2
322,40,Femenino,64045.52,1.0,3
323,52,Femenino,2278.59,1.0,1
324,67,Masculino,70460.09,0.0,4
325,76,Femenino,60892.18,0.0,3
326,26,Femenino,4882.76,0.0,3
327,52,Masculino,37558.6,1.0,4
328,79,Femenino,89981.53,1.0,3
329,49,Femenino,68141.56,1.0,4
330,49,Masculino,2468.03,0.0,4
331,39,Femenino,11609.27,0.0,4
332,76,Femenino,35805.47,1.0,4
333,49,Femenino,71803.61,1.0,3
334,68,Femenino,32581.52,0.0,3
335,75,Masculino,57243.84,1.0,2
336,30,Masculino,24487.82,1.0,5
337,48,Masculino,57142.29,0.0,3
338,19,Masculino,79115.0,1.0,3
339,47,Femenino,32673.64,1.0,3
340,58,Femenino,57686.58,1.0,2
341,42,Femenino,6188.33,0.0,1
342,19,Femenino,66234.8,0.0,4
343,54,Femenino,18580.05,1.0,4
345,61,Masculino,96725.0,0.0,3
346,49,Femenino,14177.69,0.0,3
347,49,Masculino,42334.73,0.0,4
348,24,Femenino,3379.49,0.0,1
349,30,Masculino,92472.98,0.0,1
350,57,Masculino,81186.18,0.0,5
351,52,Femenino,50367.32,1.0,2
352,33,Masculino,36073.74,1.0,3
355,21,Masculino,13359.14,0.0,2
357,26,Femenino,88268.8,0.0,5
358,37,Femenino,63534.0,0.0,1
359,35,Femenino,67594.17,1.0,2
360,44,Femenino,80386.27,0.0,2
361,35,Masculino,96311.22,1.0,5
362,49,Femenino,40441.17,0.0,3
363,78,Masculino,53525.81,0.0,3
364,53,Masculino,45847.9,1.0,3
365,41,Masculino,6930.05,0.0,5
366,34,Masculino,14883.75,0.0,1
367,39,Femenino,82077.77,1.0,2
368,47,Masculino,98115.86,0.0,1
370,78,Masculino,68945.32,0.0,2
372,18,Masculino,48385.11,1.0,1
373,78,Femenino,89330.83,1.0,5
374,68,Femenino,92290.88,0.0,4
375,57,Femenino,8886.6,0.0,4
376,49,Masculino,69518.92,0.0,5
377,63,Femenino,83082.36,1.0,2
379,72,Femenino,3601.03,1.0,3
380,77,Masculino,96412.92,0.0,3
381,33,Masculino,94755.15,0.0,1
382,19,Femenino,40534.74,1.0,5
383,54,Masculino,76273.09,0.0,4
384,44,Masculino,34751.67,1.0,5
387,33,Masculino,43025.81,1.0,1
388,66,Masculino,84670.64,1.0,3
389,73,Masculino,14213.1,1.0,4
390,18,Femenino,92308.97,1.0,4
391,53,Femenino,15103.77,1.0,4
392,49,Femenino,6979.78,0.0,3
393,78,Masculino,10875.34,0.0,1
395,43,Masculino,59067.81,1.0,3
396,49,Femenino,59694.72,1.0,3
397,49,Femenino,44524.5,1.0,2
398,24,Masculino,21362.06,1.0,1
399,49,Masculino,68497.17,0.0,5
400,34,Femenino,54389.33,1.0,2
402,20,Masculino,52361.47,1.0,2
406,65,Femenino,47962.78,0.0,5
407,65,Femenino,83390.93,0.0,5
408,50,Masculino,1813.15,0.0,3
409,24,Femenino,67568.61,0.0,2
410,40,Femenino,82987.57,1.0,2
411,40,Masculino,59688.72,0.0,4
412,52,Masculino,54188.35,0.0,3
413,58,Femenino,77172.96,0.0,4
414,30,Masculino,96901.96,1.0,3
415,73,Femenino,4460.11,1.0,2
416,71,Femenino,58555.46,0.0,3
417,73,Femenino,58938.7,0.0,4
418,53,Masculino,6253.75,0.0,2
419,37,Masculino,64078.7,1.0,4
420,61,Femenino,60670.37,0.0,2
421,25,Masculino,90401.7,0.0,4
423,32,Femenino,90591.49,1.0,5
424,47,Femenino,69025.43,1.0,3
426,74,Masculino,94221.3,0.0,3
427,33,Masculino,82360.7,1.0,3
430,45,Masculino,64909.68,0.0,2
431,18,Masculino,9300.04,0.0,4
432,40,Femenino,96431.85,0.0,1
433,62,Femenino,41018.5,1.0,5
434,55,Femenino,63660.98,0.0,5
435,49,Masculino,43026.85,1.0,5
436,63,Femenino,49902.78,0.0,4
437,45,Femenino,36102.02,1.0,3
438,44,Masculino,41516.28,0.0,2
439,55,Masculino,69388.64,1.0,3
440,51,Masculino,92348.43,1.0,3
441,54,Masculino,26126.08,0.0,5
442,77,Femenino,66806.67,1.0,3
443,36,Masculino,81484.48,1.0,3
444,43,Femenino,90805.99,1.0,4
445,66,Masculino,32324.21,0.0,3
447,29,Femenino,46765.4,1.0,2
450,29,Femenino,22970.14,1.0,5
452,76,Femenino,77943.8,0.0,5
453,25,Femenino,38640.83,0.0,2
454,68,Masculino,64630.75,1.0,5
455,32,Femenino,5471.9,0.0,5
456,34,Femenino,57736.1,0.0,4
458,44,Femenino,73923.26,0.0,3
459,36,Femenino,23270.85,0.0,3
460,72,Femenino,24910.91,0.0,2
461,41,Femenino,19529.01,0.0,5
462,73,Masculino,87655.44,1.0,5
463,40,Masculino,50949.1,1.0,1
464,74,Femenino,42586.15,1.0,5
465,56,Masculino,85052.83,0.0,4
467,25,Femenino,96660.75,1.0,5
469,45,Femenino,61971.72,1.0,1
470,49,Masculino,85757.07,0.0,2
471,51,Masculino,55208.22,1.0,1
472,78,Masculino,38061.7,0.0,4
473,31,Femenino,85299.95,1.0,2
474,45,Femenino,88649.14,0.0,5
475,34,Masculino,20351.08,1.0,5
476,26,Masculino,99339.77,0.0,2
477,49,Masculino,23215.81,1.0,3
478,19,Femenino,97724.63,0.0,2
480,35,Femenino,83108.14,0.0,4
481,78,Masculino,42599.96,1.0,1
482,37,Masculino,5406.8,0.0,5
483,76,Femenino,94418.73,1.0,3
484,77,Femenino,71452.29,0.0,2
488,47,Masculino,49876.56,0.0,1
489,79,Femenino,15685.5,1.0,3
490,55,Femenino,62388.54,0.0,3
491,65,Masculino,3494.83,1.0,3
492,18,Masculino,2990.15,1.0,3
493,64,Femenino,76723.69,1.0,2
494,30,Femenino,92468.17,0.0,5
496,63,Femenino,77148.56,1.0,3
497,48,Femenino,42840.56,1.0,3
500,28,Masculino,70179.27,0.0,4
501,73,Femenino,49488.85,1.0,4
502,23,Femenino,34416.4,0.0,5
503,43,Femenino,94629.18,1.0,4
505,49,Masculino,86289.2,1.0,4
506,24,Masculino,99443.84,1.0,5
507,36,Masculino,52941.07,1.0,2
508,77,Masculino,60599.03,0.0,3
509,77,Masculino,19277.81,0.0,1
511,56,Masculino,34812.83,1.0,3
512,74,Masculino,15197.83,0.0,3
513,34,Masculino,22098.63,1.0,3
514,42,Femenino,37702.63,0.0,2
515,34,Femenino,58090.77,0.0,5
516,27,Masculino,47088.65,1.0,1
518,27,Masculino,23662.74,0.0,2
519,38,Femenino,77383.26,0.0,2
520,49,Masculino,24660.89,0.0,3
521,66,Masculino,48622.67,0.0,4
522,49,Femenino,81132.99,1.0,3
523,53,Masculino,8075.48,1.0,3
524,57,Femenino,10804.84,1.0,3
525,73,Femenino,74122.19,1.0,2
526,68,Masculino,49051.13,1.0,1
527,31,Masculino,86219.66,1.0,5
528,63,Femenino,54173.93,1.0,2
529,49,Femenino,27842.58,0.0,2
531,49,Femenino,58682.18,1.0,4
532,61,Femenino,1963.23,0.0,5
534,73,Femenino,31819.4,1.0,4
535,51,Masculino,60636.65,1.0,5
536,46,Masculino,61704.53,1.0,3
537,54,Femenino,95889.53,1.0,5
538,54,Masculino,39016.1,1.0,4
539,38,Masculino,14979.16,1.0,2
540,46,Masculino,65276.88,1.0,2
541,43,Femenino,63706.7,1.0,3
542,49,Femenino,22674.8,0.0,2
543,50,Femenino,44618.24,1.0,5
544,59,Femenino,39438.08,1.0,4
546,65,Femenino,17338.01,0.0,3
547,48,Femenino,6363.03,0.0,2
548,20,Femenino,35371.92,0.0,4
549,78,Femenino,78260.4,0.0,4
553,26,Femenino,90071.88,1.0,5
554,65,Masculino,59935.18,1.0,2
555,68,Femenino,89997.16,1.0,4
556,51,Femenino,25126.74,1.0,5
558,26,Masculino,93057.01,0.0,5
559,50,Femenino,74955.26,0.0,2
560,22,Masculino,79868.3,1.0,4
561,58,Femenino,75299.26,1.0,4
563,66,Masculino,25364.69,1.0,4
564,32,Femenino,12824.3,0.0,1
566,28,Femenino,32307.41,1.0,2
567,20,Masculino,58118.01,0.0,5
568,49,Femenino,38641.24,1.0,3
569,30,Femenino,75562.85,1.0,5
570,73,Masculino,89011.85,1.0,5
571,61,Femenino,8308.93,1.0,4
573,77,Femenino,61926.64,1.0,5
574,51,Masculino,61396.8,0.0,1
575,30,Masculino,67573.96,1.0,3
576,21,Femenino,30479.01,1.0,4
577,60,Masculino,34032.07,0.0,4
578,46,Masculino,95559.67,0.0,4
579,52,Femenino,46942.04,1.0,1
581,28,Femenino,45263.89,1.0,2
582,49,Femenino,17286.22,1.0,4
583,77,Femenino,2206.17,1.0,4
584,22,Masculino,22224.75,1.0,3
585,71,Femenino,82645.54,1.0,2
586,56,Femenino,32549.34,1.0,4
587,51,Masculino,89185.25,1.0,3
588,21,Femenino,99239.39,0.0,5
589,49,Masculino,15860.47,0.0,5
591,30,Femenino,51542.63,0.0,1
592,39,Femenino,35325.4,0.0,5
593,71,Femenino,21315.61,1.0,5
594,49,Femenino,2264.69,0.0,5
595,26,Femenino,95845.85,0.0,4
596,57,Femenino,56309.84,0.0,5
597,69,Femenino,94356.28,0.0,1
599,46,Femenino,53620.74,1.0,1
600,65,Masculino,40314.83,1.0,5
601,58,Femenino,13475.5,0.0,3
602,68,Femenino,94851.29,1.0,2
605,53,Femenino,7339.78,1.0,4
606,55,Femenino,9635.1,0.0,1
607,74,Masculino,93427.78,1.0,2
608,79,Femenino,66228.81,1.0,3
609,69,Femenino,43266.41,0.0,1
610,49,Masculino,6161.01,0.0,1
611,62,Masculino,47795.73,1.0,1
612,60,Femenino,76272.44,1.0,1
613,21,Masculino,33110.04,0.0,3
615,34,Femenino,11517.12,0.0,3
616,78,Masculino,68713.86,0.0,2
617,31,Masculino,6896.55,0.0,2
618,36,Masculino,43591.67,0.0,3
620,18,Masculino,7162.38,1.0,2
621,53,Masculino,67038.02,1.0,5
622,55,Femenino,41909.76,1.0,5
623,79,Femenino,50898.76,1.0,5
624,41,Masculino,19148.87,1.0,2
625,71,Masculino,66899.72,1.0,4
626,66,Masculino,96810.31,0.0,3
627,33,Masculino,72021.22,0.0,1
632,49,Masculino,72430.06,1.0,3
633,74,Masculino,47633.66,0.0,3
634,53,Masculino,84770.0,0.0,5
635,49,Femenino,2428.13,1.0,3
636,49,Masculino,63746.43,1.0,4
637,49,Femenino,44214.77,0.0,5
638,46,Femenino,70646.53,0.0,3
639,49,Masculino,79730.73,1.0,2
643,65,Femenino,14157.3,1.0,4
644,78,Femenino,32287.39,1.0,4
645,21,Masculino,26959.41,1.0,4
646,63,Femenino,28146.83,1.0,3
648,31,Masculino,17995.21,1.0,2
649,78,Femenino,55361.03,1.0,1
650,57,Masculino,91010.05,1.0,3
651,51,Masculino,69209.32,0.0,3
652,73,Masculino,82847.3,1.0,4
653,52,Femenino,4375.48,1.0,3
656,54,Masculino,44452.28,1.0,2
657,47,Femenino,5332.26,0.0,4
658,66,Femenino,89796.81,0.0,1
659,25,Femenino,78877.57,0.0,3
660,56,Femenino,85529.63,1.0,3
661,49,Masculino,96083.18,1.0,4
662,53,Femenino,57124.19,0.0,4
663,43,Masculino,73583.54,0.0,5
664,52,Masculino,92052.92,0.0,2
666,47,Masculino,21495.59,1.0,4
667,69,Masculino,25429.34,1.0,4
668,55,Femenino,19191.1,1.0,4
670,29,Femenino,50715.93,1.0,5
671,49,Masculino,94695.91,1.0,5
672,49,Masculino,74460.06,1.0,4
673,18,Masculino,92169.76,0.0,5
675,32,Femenino,58168.27,1.0,5
676,40,Masculino,47417.48,0.0,4
677,42,Masculino,75949.85,1.0,5
678,49,Masculino,74689.77,1.0,4
679,64,Femenino,66486.33,1.0,2
680,45,Masculino,6400.99,1.0,1
682,68,Masculino,36183.42,0.0,1
683,43,Femenino,47387.63,0.0,3
684,60,Masculino,45493.02,1.0,1
685,36,Femenino,50168.61,1.0,3
687,62,Masculino,98647.48,1.0,4
688,78,Femenino,32888.8,1.0,4
689,23,Femenino,10198.95,1.0,3
690,45,Femenino,75595.62,0.0,2
691,24,Masculino,51339.77,1.0,2
692,61,Masculino,81942.56,1.0,2
693,55,Masculino,79818.48,1.0,5
694,71,Masculino,35424.58,0.0,4
695,29,Masculino,28405.83,1.0,3
696,69,Masculino,58108.79,0.0,3
697,27,Masculino,8844.06,1.0,2
698,42,Femenino,65528.11,0.0,3
699,49,Masculino,96488.32,1.0,3
700,40,Femenino,26591.65,1.0,3
702,64,Femenino,84445.78,1.0,4
703,56,Femenino,85880.41,0.0,4
704,19,Masculino,2343.22,1.0,3
705,39,Masculino,84843.03,0.0,1
706,59,Femenino,84207.02,0.0,3
707,22,Masculino,47883.6,0.0,5
708,56,Masculino,91830.81,0.0,3
709,26,Femenino,11535.72,0.0,1
710,73,Masculino,81407.15,0.0,4
711,67,Masculino,13512.6,0.0,2
712,28,Femenino,11567.92,0.0,4
713,61,Masculino,47948.79,0.0,1
714,49,Femenino,93085.98,0.0,4
715,63,Femenino,23564.82,1.0,1
716,49,Masculino,76290.47,0.0,5
717,33,Masculino,27824.9,0.0,4
719,24,Masculino,24017.89,1.0,3
721,64,Masculino,27758.14,0.0,5
722,59,Femenino,4123.64,1.0,2
723,49,Masculino,72590.91,0.0,1
725,75,Femenino,43237.21,0.0,5
726,25,Femenino,55621.47,0.0,4
727,41,Femenino,79304.35,0.0,1
728,40,Femenino,93448.41,0.0,2
729,58,Femenino,34578.13,0.0,3
730,62,Femenino,50715.71,0.0,1
731,31,Femenino,19826.29,1.0,3
732,55,Masculino,33621.19,1.0,4
733,47,Femenino,24844.54,0.0,5
736,60,Femenino,36561.85,0.0,3
737,58,Masculino,15303.53,0.0,3
738,22,Femenino,49266.47,0.0,1
740,49,Masculino,74398.49,0.0,4
741,68,Masculino,60194.29,0.0,3
742,75,Femenino,70304.24,1.0,3
743,32,Masculino,96791.31,0.0,4
746,49,Masculino,72266.29,0.0,5
747,56,Masculino,32001.96,1.0,3
749,46,Femenino,27072.17,1.0,1
750,64,Femenino,35977.89,0.0,5
751,24,Femenino,50938.22,0.0,1
754,49,Femenino,18698.07,0.0,4
755,49,Femenino,91465.16,1.0,2
756,49,Femenino,28717.44,0.0,2
757,57,Femenino,19037.05,0.0,3
758,40,Masculino,44953.84,0.0,5
760,54,Masculino,55126.94,0.0,5
762,69,Femenino,29322.24,0.0,4
763,74,Masculino,54992.38,0.0,3
764,62,Femenino,45175.54,1.0,2
765,73,Masculino,55719.18,0.0,4
766,66,Masculino,94078.35,0.0,5
767,49,Masculino,6904.75,1.0,2
768,54,Femenino,8388.97,1.0,3
769,64,Masculino,38486.85,1.0,4
771,44,Masculino,81530.51,1.0,5
772,42,Masculino,67755.13,1.0,1
773,46,Masculino,52929.75,1.0,4
775,21,Masculino,37047.35,0.0,3
776,31,Masculino,27330.84,0.0,1
777,75,Masculino,90177.19,1.0,5
779,75,Femenino,12061.14,0.0,1
780,57,Femenino,55358.82,0.0,1
781,42,Femenino,42456.82,0.0,4
782,52,Femenino,65989.04,1.0,4
783,50,Femenino,72344.89,0.0,3
784,69,Femenino,1571.33,0.0,4
785,29,Femenino,44236.89,1.0,1
786,27,Femenino,62166.42,1.0,5
788,19,Femenino,82337.91,0.0,4
789,46,Masculino,45530.65,0.0,2
791,66,Masculino,23326.54,1.0,5
792,40,Femenino,21909.33,1.0,5
794,31,Femenino,23066.89,0.0,3
795,52,Femenino,38414.42,1.0,5
796,62,Masculino,64863.56,0.0,5
797,56,Femenino,78549.0,0.0,2
798,38,Masculino,6520.04,1.0,2
799,47,Masculino,88370.71,0.0,2
801,68,Femenino,32236.57,0.0,4
802,76,Femenino,41807.4,0.0,3
803,75,Masculino,43823.0,0.0,4
805,53,Femenino,71517.04,1.0,1
808,58,Masculino,30790.8,0.0,2
809,37,Femenino,28854.11,1.0,3
810,49,Femenino,43127.04,0.0,2
811,23,Masculino,29680.55,1.0,5
812,59,Femenino,86003.81,1.0,1
813,62,Femenino,54705.73,0.0,2
814,71,Masculino,72269.6,0.0,1
815,49,Femenino,63433.13,0.0,1
816,24,Masculino,57872.06,0.0,3
818,44,Masculino,9316.7,1.0,2
819,18,Femenino,1160.84,0.0,5
820,77,Masculino,16867.15,0.0,3
822,60,Masculino,4671.61,1.0,3
823,61,Masculino,80282.96,1.0,2
825,49,Masculino,99870.02,0.0,2
826,33,Femenino,53468.66,0.0,1
827,61,Masculino,39465.68,1.0,1
828,73,Femenino,93735.5,1.0,5
829,30,Masculino,38105.51,0.0,1
830,56,Femenino,40166.26,1.0,4
831,49,Masculino,21340.83,1.0,3
833,50,Femenino,60872.54,0.0,4
834,70,Masculino,13598.57,1.0,1
835,23,Femenino,77903.18,1.0,2
836,76,Masculino,75365.77,0.0,4
838,19,Femenino,99328.02,1.0,1
839,42,Masculino,33747.78,1.0,2
840,21,Masculino,65023.93,1.0,4
841,22,Femenino,78574.27,1.0,5
842,49,Masculino,29178.76,0.0,4
843,22,Masculino,6404.86,1.0,4
844,40,Femenino,50142.29,0.0,1
845,65,Masculino,96028.94,1.0,3
846,75,Masculino,10087.73,0.0,1
847,66,Femenino,57712.81,0.0,2
