Cliente_ID,Edad,Genero,Saldo,Activo,Nivel_de_Satisfaccion
73,30.0,,73109.73,0.0,1.0
74,41.0,,,1.0,5.0
75,,Masculino,,0.0,3.0
76,45.0,Femenino,83659.53,0.0,3.0
77,18.0,Masculino,32666.21,0.0,1.0
78,72.0,Masculino,28529.04,,2.0
79,26.0,Femenino,8642.47,1.0,2.0
80,71.0,Femenino,,1.0,1.0
81,71.0,,99110.56,0.0,5.0
82,,Femenino,93511.45,0.0,1.0
83,56.0,Femenino,13803.59,,3.0
84,19.0,Masculino,94556.81,0.0,2.0
85,40.0,Masculino,67250.08,0.0,5.0
86,22.0,Masculino,64784.44,0.0,3.0
87,76.0,Masculino,30911.74,1.0,
88,75.0,Masculino,93387.14,0.0,1.0
89,72.0,Masculino,,1.0,4.0
90,,,12235.55,1.0,2.0
91,,Masculino,30929.62,0.0,4.0
92,,Femenino,91121.79,1.0,5.0
93,61.0,Masculino,62433.75,1.0,3.0
94,74.0,Masculino,40249.59,0.0,3.0
95,40.0,Femenino,79816.68,1.0,2.0
96,55.0,Femenino,99241.93,0.0,5.0
97,50.0,Masculino,70650.55,0.0,3.0
98,72.0,Femenino,51392.31,1.0,
99,19.0,Masculino,,0.0,3.0
100,61.0,,12489.27,0.0,3.0
101,27.0,Masculino,5960.44,0.0,2.0
102,79.0,Masculino,77718.6,,1.0
103,52.0,Femenino,95459.63,1.0,2.0
104,70.0,Masculino,27154.59,,1.0
105,60.0,Femenino,86617.11,0.0,3.0
106,66.0,Masculino,69090.83,0.0,1.0
107,40.0,Femenino,69807.03,0.0,4.0
108,57.0,Femenino,80299.73,0.0,4.0
109,,,26756.71,,3.0
110,33.0,Masculino,7473.87,1.0,4.0
111,25.0,Masculino,97077.8,0.0,5.0
112,31.0,Masculino,35106.08,1.0,2.0
113,51.0,Masculino,97419.71,1.0,1.0
114,58.0,Femenino,21473.47,1.0,2.0
115,69.0,Masculino,69460.07,0.0,5.0
116,67.0,Masculino,36598.51,1.0,2.0
117,74.0,Femenino,49708.42,,1.0
118,,Masculino,94023.88,0.0,1.0
119,79.0,Masculino,23006.2,1.0,1.0
120,40.0,Femenino,99672.39,1.0,3.0
121,19.0,Femenino,57432.09,0.0,3.0
122,25.0,Masculino,,1.0,5.0
123,58.0,Masculino,96191.64,0.0,3.0
124,40.0,Masculino,95866.53,,4.0
125,19.0,Masculino,71464.51,1.0,5.0
126,54.0,,,0.0,5.0
127,,Masculino,33906.9,0.0,1.0
128,41.0,Masculino,6920.98,1.0,5.0
129,25.0,Masculino,27859.84,1.0,2.0
130,21.0,Masculino,65875.6,0.0,5.0
131,22.0,Masculino,72972.69,1.0,
132,66.0,Femenino,59342.16,1.0,2.0
133,33.0,Masculino,33788.52,1.0,1.0
134,59.0,,,0.0,3.0
135,71.0,Femenino,12027.73,1.0,
136,50.0,Femenino,29632.21,1.0,4.0
137,63.0,Femenino,86592.25,1.0,3.0
138,72.0,Femenino,,0.0,1.0
139,61.0,Masculino,77724.16,0.0,1.0
140,27.0,Femenino,75882.58,,3.0
141,74.0,Femenino,57052.09,0.0,5.0
142,24.0,Masculino,,0.0,2.0
143,73.0,Masculino,3514.43,0.0,1.0
144,57.0,Femenino,37196.61,0.0,4.0
145,77.0,Masculino,25187.57,0.0,5.0
146,34.0,Femenino,39966.88,0.0,3.0
147,48.0,Masculino,79881.44,,5.0
148,55.0,Femenino,43296.33,0.0,4.0
149,31.0,,5389.94,0.0,1.0
150,47.0,Femenino,50822.73,0.0,5.0
151,59.0,Masculino,25845.98,1.0,5.0
152,54.0,Femenino,49660.2,0.0,1.0
153,37.0,Masculino,93551.44,1.0,4.0
154,62.0,Femenino,97406.58,0.0,2.0
155,23.0,Femenino,80966.46,1.0,4.0
156,72.0,Femenino,66679.64,0.0,
157,57.0,Femenino,90434.13,1.0,1.0
158,28.0,Femenino,98132.04,1.0,3.0
159,76.0,Femenino,93569.03,0.0,1.0
160,43.0,,89122.61,1.0,
161,55.0,Masculino,69035.73,0.0,3.0
162,52.0,Femenino,13022.55,,4.0
163,52.0,Masculino,48582.01,1.0,1.0
164,74.0,Femenino,87551.09,1.0,3.0
165,26.0,Masculino,19638.56,0.0,3.0
166,45.0,Masculino,29724.8,1.0,2.0
167,32.0,Femenino,48801.94,0.0,2.0
168,60.0,Masculino,86681.41,,2.0
169,34.0,Masculino,33328.44,0.0,4.0
170,68.0,Femenino,47591.99,0.0,2.0
171,,Femenino,,,3.0
172,65.0,,59292.91,1.0,2.0
173,19.0,Femenino,36884.45,0.0,1.0
174,,Femenino,13338.88,0.0,3.0
175,45.0,Femenino,20533.26,1.0,5.0
176,,Femenino,80321.58,1.0,2.0
177,58.0,Femenino,28111.2,1.0,2.0
178,67.0,Masculino,,1.0,2.0
179,32.0,Masculino,33534.89,0.0,4.0
180,32.0,Femenino,78965.49,1.0,3.0
181,38.0,Masculino,1597.09,1.0,1.0
182,21.0,Femenino,24120.22,1.0,3.0
183,18.0,Femenino,64106.86,0.0,2.0
184,39.0,Masculino,26316.52,0.0,
185,50.0,Masculino,6182.86,0.0,1.0
186,36.0,,38603.19,0.0,3.0
187,33.0,Femenino,37305.7,0.0,
188,61.0,,,1.0,1.0
189,,Femenino,84254.5,1.0,4.0
190,27.0,Femenino,28424.67,1.0,5.0
191,24.0,Masculino,66564.53,0.0,1.0
192,21.0,Femenino,33218.83,1.0,2.0
193,78.0,Masculino,69922.12,1.0,4.0
194,34.0,Masculino,5659.2,0.0,5.0
195,79.0,Masculino,13422.84,1.0,4.0
196,62.0,Femenino,44675.17,0.0,1.0
197,25.0,Femenino,93008.73,1.0,5.0
198,77.0,Femenino,56525.45,0.0,3.0
199,43.0,,36055.02,1.0,5.0
200,63.0,Masculino,33563.07,1.0,4.0
201,20.0,,23846.91,0.0,5.0
202,,Femenino,50960.25,0.0,2.0
203,22.0,Femenino,83189.39,0.0,4.0
204,51.0,Femenino,95622.38,1.0,5.0
205,30.0,Femenino,22847.54,0.0,5.0
206,61.0,Masculino,10224.38,1.0,5.0
207,76.0,Femenino,24087.49,0.0,4.0
208,24.0,Masculino,25656.81,1.0,3.0
209,58.0,Femenino,76014.86,0.0,1.0
210,77.0,Femenino,40655.65,1.0,1.0
211,41.0,Femenino,37940.78,0.0,5.0
212,60.0,Masculino,58485.0,1.0,2.0
213,54.0,,94686.38,1.0,5.0
214,77.0,Femenino,63149.59,0.0,3.0
215,72.0,Masculino,,0.0,5.0
216,18.0,Femenino,32906.72,1.0,2.0
217,75.0,Masculino,37167.4,1.0,5.0
218,46.0,Masculino,56914.13,1.0,2.0
219,,,86330.46,1.0,2.0
220,71.0,Femenino,5633.87,1.0,
221,33.0,Femenino,78674.61,0.0,2.0
222,77.0,Femenino,57872.46,,1.0
223,67.0,Masculino,95564.0,0.0,5.0
224,24.0,Masculino,14446.16,1.0,3.0
225,55.0,Masculino,85370.74,0.0,5.0
226,21.0,Masculino,59552.55,,3.0
227,21.0,,40961.59,,5.0
228,58.0,Masculino,,1.0,4.0
229,79.0,Masculino,95899.29,0.0,1.0
230,27.0,Masculino,14836.71,0.0,3.0
231,53.0,Masculino,,0.0,4.0
232,,Femenino,78959.25,0.0,4.0
233,52.0,Masculino,42153.62,0.0,2.0
234,23.0,Femenino,2345.69,0.0,3.0
235,48.0,Femenino,41049.13,1.0,
236,47.0,Femenino,21184.99,0.0,5.0
237,65.0,Femenino,1103.28,1.0,3.0
238,71.0,Femenino,13535.73,1.0,3.0
239,66.0,Femenino,25436.68,0.0,3.0
240,76.0,Masculino,,0.0,5.0
241,,,43040.41,0.0,1.0
242,,Masculino,77889.19,0.0,5.0
243,20.0,Femenino,2490.7,,1.0
244,38.0,Femenino,78965.57,0.0,1.0
245,38.0,Femenino,37699.4,0.0,2.0
246,25.0,Femenino,10730.97,1.0,5.0
247,49.0,Femenino,84200.35,1.0,
248,68.0,Femenino,65981.89,0.0,
249,48.0,Masculino,58266.3,1.0,5.0
250,45.0,Masculino,51464.82,0.0,5.0
251,75.0,Masculino,15326.92,1.0,4.0
252,59.0,Masculino,51903.76,0.0,1.0
253,35.0,,39693.53,1.0,1.0
254,56.0,Masculino,,1.0,1.0
255,,Masculino,61875.61,0.0,2.0
256,25.0,Masculino,74491.3,1.0,1.0
257,48.0,,54863.4,0.0,5.0
258,46.0,Femenino,22206.06,1.0,3.0
259,60.0,,61885.15,1.0,
260,76.0,Masculino,83881.68,1.0,5.0
261,30.0,Masculino,38096.54,0.0,4.0
262,18.0,Femenino,97301.62,0.0,4.0
263,58.0,Masculino,5407.95,,4.0
264,74.0,Femenino,76703.07,0.0,3.0
265,69.0,Femenino,22711.85,0.0,2.0
266,59.0,Femenino,58185.6,0.0,1.0
267,39.0,Femenino,24604.54,1.0,
268,73.0,Masculino,16252.4,,5.0
269,58.0,Masculino,7351.27,1.0,3.0
270,32.0,Femenino,16199.27,1.0,5.0
271,22.0,Femenino,20771.59,1.0,3.0
272,61.0,Masculino,48319.92,0.0,1.0
273,19.0,Masculino,2494.69,0.0,
274,22.0,,69535.21,1.0,3.0
275,71.0,Femenino,80099.35,1.0,2.0
276,68.0,Femenino,60872.21,0.0,4.0
277,60.0,Femenino,56982.6,0.0,3.0
278,75.0,Masculino,89021.43,0.0,2.0
279,48.0,Masculino,74058.88,1.0,3.0
280,70.0,Masculino,,,2.0
281,53.0,Masculino,60827.55,0.0,
282,36.0,Femenino,19042.85,1.0,1.0
283,28.0,Femenino,84141.19,1.0,5.0
284,38.0,,92498.41,0.0,5.0
285,,Masculino,3925.95,1.0,5.0
286,19.0,Femenino,10097.92,0.0,
287,,Femenino,63615.27,1.0,2.0
288,60.0,Masculino,63190.65,0.0,4.0
289,24.0,Masculino,99005.48,0.0,1.0
290,25.0,,42223.98,1.0,1.0
291,58.0,Femenino,86030.09,0.0,
292,33.0,Femenino,88256.16,1.0,3.0
293,66.0,Femenino,11206.45,1.0,4.0
294,72.0,Femenino,54432.62,1.0,4.0
295,63.0,Femenino,,1.0,2.0
296,72.0,Femenino,63754.02,1.0,4.0
297,69.0,Femenino,12498.99,1.0,5.0
298,57.0,Femenino,88076.35,1.0,3.0
299,45.0,Femenino,53407.94,0.0,
300,43.0,Masculino,5295.85,1.0,
301,59.0,Masculino,6147.23,0.0,2.0
302,65.0,Femenino,51907.07,0.0,4.0
303,64.0,Masculino,81387.24,0.0,5.0
304,66.0,Femenino,69620.14,,2.0
305,57.0,Masculino,32185.83,0.0,3.0
306,55.0,Masculino,61392.0,0.0,4.0
307,,Masculino,71613.61,,2.0
308,66.0,Masculino,1082.66,1.0,1.0
309,50.0,Masculino,47310.96,1.0,
310,78.0,Masculino,81358.52,1.0,4.0
311,22.0,Femenino,3520.62,1.0,5.0
312,19.0,Femenino,23075.47,1.0,3.0
313,27.0,Masculino,,1.0,4.0
314,,Masculino,41354.49,0.0,4.0
315,21.0,Masculino,,0.0,1.0
316,76.0,Masculino,2264.25,0.0,3.0
317,44.0,Femenino,94412.82,1.0,2.0
318,59.0,Masculino,60313.31,1.0,5.0
319,56.0,,61602.65,0.0,1.0
320,72.0,Masculino,22488.35,0.0,2.0
321,68.0,Femenino,26113.07,0.0,2.0
322,40.0,Femenino,64045.52,1.0,3.0
323,52.0,Femenino,2278.59,1.0,1.0
324,67.0,Masculino,70460.09,0.0,4.0
325,76.0,Femenino,60892.18,0.0,
326,26.0,Femenino,4882.76,0.0,3.0
327,52.0,Masculino,37558.6,1.0,4.0
328,79.0,Femenino,89981.53,1.0,
329,,Femenino,68141.56,1.0,4.0
330,,Masculino,2468.03,0.0,4.0
331,39.0,Femenino,11609.27,0.0,4.0
332,76.0,Femenino,35805.47,1.0,4.0
333,,Femenino,71803.61,1.0,3.0
334,68.0,Femenino,32581.52,0.0,3.0
335,75.0,Masculino,57243.84,1.0,2.0
336,30.0,Masculino,24487.82,1.0,5.0
337,48.0,Masculino,57142.29,0.0,3.0
338,19.0,Masculino,79115.0,1.0,
339,47.0,,32673.64,1.0,3.0
340,58.0,Femenino,57686.58,1.0,2.0
341,42.0,,6188.33,0.0,1.0
342,19.0,Femenino,66234.8,0.0,4.0
343,54.0,Femenino,18580.05,1.0,4.0
344,,Femenino,41587.13,,3.0
345,61.0,Masculino,96725.0,0.0,3.0
346,,Femenino,14177.69,0.0,
347,,Masculino,42334.73,0.0,4.0
348,24.0,,3379.49,0.0,1.0
349,30.0,Masculino,92472.98,0.0,1.0
350,57.0,Masculino,81186.18,0.0,5.0
351,52.0,,50367.32,1.0,2.0
352,33.0,Masculino,36073.74,1.0,3.0
353,25.0,,,,3.0
354,78.0,Femenino,97303.43,,2.0
355,21.0,Masculino,13359.14,0.0,2.0
356,,Masculino,94298.84,,2.0
357,26.0,Femenino,88268.8,0.0,5.0
358,37.0,Femenino,63534.0,0.0,1.0
359,35.0,Femenino,67594.17,1.0,2.0
360,44.0,Femenino,80386.27,0.0,2.0
361,35.0,Masculino,96311.22,1.0,5.0
362,,Femenino,40441.17,0.0,
363,78.0,Masculino,53525.81,0.0,
364,53.0,Masculino,45847.9,1.0,3.0
365,41.0,Masculino,6930.05,0.0,5.0
366,34.0,Masculino,14883.75,0.0,1.0
367,39.0,Femenino,82077.77,1.0,2.0
368,47.0,Masculino,98115.86,0.0,1.0
369,51.0,Masculino,81254.76,,3.0
370,78.0,Masculino,68945.32,0.0,2.0
371,43.0,,,1.0,5.0
372,18.0,Masculino,48385.11,1.0,1.0
373,78.0,Femenino,89330.83,1.0,5.0
374,68.0,Femenino,92290.88,0.0,4.0
375,57.0,Femenino,8886.6,0.0,4.0
376,,Masculino,69518.92,0.0,5.0
377,63.0,,83082.36,1.0,2.0
378,63.0,,41593.91,,5.0
379,72.0,Femenino,3601.03,1.0,
380,77.0,Masculino,96412.92,0.0,3.0
381,33.0,Masculino,94755.15,0.0,1.0
382,19.0,Femenino,40534.74,1.0,5.0
383,54.0,Masculino,76273.09,0.0,4.0
384,44.0,Masculino,34751.67,1.0,5.0
385,30.0,Femenino,,1.0,3.0
386,22.0,Femenino,,1.0,3.0
387,33.0,Masculino,43025.81,1.0,1.0
388,66.0,Masculino,84670.64,1.0,3.0
389,73.0,Masculino,14213.1,1.0,4.0
390,18.0,Femenino,92308.97,1.0,4.0
391,53.0,Femenino,15103.77,1.0,4.0
392,,Femenino,6979.78,0.0,3.0
393,78.0,Masculino,10875.34,0.0,1.0
394,55.0,Masculino,79943.95,,5.0
395,43.0,Masculino,59067.81,1.0,
396,49.0,Femenino,59694.72,1.0,3.0
397,,,44524.5,1.0,2.0
398,24.0,Masculino,21362.06,1.0,1.0
399,49.0,Masculino,68497.17,0.0,5.0
400,34.0,Femenino,54389.33,1.0,2.0
401,68.0,Femenino,94246.04,,5.0
402,20.0,Masculino,52361.47,1.0,2.0
403,29.0,,,,1.0
404,,Femenino,,0.0,3.0
405,21.0,Femenino,,1.0,3.0
406,65.0,,47962.78,0.0,5.0
407,65.0,Femenino,83390.93,0.0,5.0
408,50.0,Masculino,1813.15,0.0,3.0
409,24.0,Femenino,67568.61,0.0,2.0
410,40.0,Femenino,82987.57,1.0,2.0
411,40.0,Masculino,59688.72,0.0,4.0
412,52.0,Masculino,54188.35,0.0,3.0
413,58.0,,77172.96,0.0,4.0
414,30.0,Masculino,96901.96,1.0,3.0
415,73.0,Femenino,4460.11,1.0,2.0
416,71.0,Femenino,58555.46,0.0,3.0
417,73.0,,58938.7,0.0,4.0
418,53.0,Masculino,6253.75,0.0,2.0
419,37.0,Masculino,64078.7,1.0,4.0
420,61.0,Femenino,60670.37,0.0,2.0
421,25.0,Masculino,90401.7,0.0,4.0
422,32.0,,9976.56,,5.0
423,32.0,Femenino,90591.49,1.0,5.0
424,47.0,Femenino,69025.43,1.0,3.0
425,67.0,Femenino,97950.12,,5.0
426,74.0,Masculino,94221.3,0.0,3.0
427,33.0,Masculino,82360.7,1.0,3.0
428,36.0,Femenino,34817.61,,5.0
429,54.0,Femenino,61193.43,,3.0
430,45.0,Masculino,64909.68,0.0,2.0
431,18.0,Masculino,9300.04,0.0,4.0
432,40.0,,96431.85,0.0,1.0
433,62.0,Femenino,41018.5,1.0,5.0
434,55.0,Femenino,63660.98,0.0,5.0
435,,Masculino,43026.85,1.0,5.0
436,63.0,Femenino,49902.78,0.0,4.0
437,45.0,Femenino,36102.02,1.0,
438,44.0,Masculino,41516.28,0.0,2.0
439,55.0,Masculino,69388.64,1.0,3.0
440,51.0,Masculino,92348.43,1.0,3.0
441,54.0,Masculino,26126.08,0.0,5.0
442,77.0,Femenino,66806.67,1.0,
443,36.0,Masculino,81484.48,1.0,3.0
444,43.0,Femenino,90805.99,1.0,4.0
445,66.0,Masculino,32324.21,0.0,
446,51.0,Femenino,9428.99,,2.0
447,29.0,Femenino,46765.4,1.0,2.0
448,57.0,Femenino,31385.38,,2.0
449,71.0,Masculino,73202.35,,
450,29.0,Femenino,22970.14,1.0,5.0
451,45.0,,37201.31,,5.0
452,76.0,Femenino,77943.8,0.0,5.0
453,25.0,Femenino,38640.83,0.0,2.0
454,68.0,Masculino,64630.75,1.0,5.0
455,32.0,Femenino,5471.9,0.0,5.0
456,34.0,,57736.1,0.0,4.0
457,,Femenino,45180.06,,2.0
458,44.0,Femenino,73923.26,0.0,
459,36.0,Femenino,23270.85,0.0,
460,72.0,Femenino,24910.91,0.0,2.0
461,41.0,Femenino,19529.01,0.0,5.0
462,73.0,Masculino,87655.44,1.0,5.0
463,40.0,Masculino,50949.1,1.0,1.0
464,74.0,Femenino,42586.15,1.0,5.0
465,56.0,Masculino,85052.83,0.0,4.0
466,51.0,Femenino,,0.0,4.0
467,25.0,,96660.75,1.0,5.0
468,23.0,Femenino,,0.0,1.0
469,45.0,Femenino,61971.72,1.0,1.0
470,,Masculino,85757.07,0.0,2.0
471,51.0,Masculino,55208.22,1.0,1.0
472,78.0,Masculino,38061.7,0.0,4.0
473,31.0,Femenino,85299.95,1.0,2.0
474,45.0,,88649.14,0.0,5.0
475,34.0,Masculino,20351.08,1.0,5.0
476,26.0,Masculino,99339.77,0.0,2.0
477,,Masculino,23215.81,1.0,
478,19.0,Femenino,97724.63,0.0,2.0
479,68.0,Masculino,,1.0,5.0
480,35.0,Femenino,83108.14,0.0,4.0
481,78.0,Masculino,42599.96,1.0,1.0
482,37.0,Masculino,5406.8,0.0,5.0
483,76.0,Femenino,94418.73,1.0,
484,77.0,Femenino,71452.29,0.0,2.0
485,25.0,Masculino,45799.26,,4.0
486,78.0,Femenino,,0.0,3.0
487,45.0,Femenino,19028.16,,2.0
488,47.0,Masculino,49876.56,0.0,1.0
489,79.0,Femenino,15685.5,1.0,3.0
490,55.0,Femenino,62388.54,0.0,3.0
491,65.0,Masculino,3494.83,1.0,3.0
492,18.0,Masculino,2990.15,1.0,3.0
493,64.0,,76723.69,1.0,2.0
494,30.0,,92468.17,0.0,5.0
495,58.0,Masculino,10345.08,,1.0
496,63.0,Femenino,77148.56,1.0,
497,48.0,Femenino,42840.56,1.0,3.0
498,,Masculino,70956.24,,2.0
499,38.0,Femenino,95931.64,,3.0
500,28.0,Masculino,70179.27,0.0,4.0
501,73.0,Femenino,49488.85,1.0,4.0
502,23.0,Femenino,34416.4,0.0,5.0
503,43.0,Femenino,94629.18,1.0,4.0
504,60.0,Femenino,97678.79,,4.0
505,49.0,Masculino,86289.2,1.0,4.0
506,24.0,Masculino,99443.84,1.0,5.0
507,36.0,Masculino,52941.07,1.0,2.0
508,77.0,Masculino,60599.03,0.0,3.0
509,77.0,Masculino,19277.81,0.0,1.0
510,48.0,,,1.0,4.0
511,56.0,Masculino,34812.83,1.0,3.0
512,74.0,Masculino,15197.83,0.0,
513,34.0,Masculino,22098.63,1.0,3.0
514,42.0,Femenino,37702.63,0.0,2.0
515,34.0,Femenino,58090.77,0.0,5.0
516,27.0,Masculino,47088.65,1.0,1.0
517,70.0,Masculino,,0.0,1.0
518,27.0,Masculino,23662.74,0.0,2.0
519,38.0,Femenino,77383.26,0.0,2.0
520,,Masculino,24660.89,0.0,
521,66.0,Masculino,48622.67,0.0,4.0
522,,Femenino,81132.99,1.0,3.0
523,53.0,Masculino,8075.48,1.0,
524,57.0,Femenino,10804.84,1.0,3.0
525,73.0,Femenino,74122.19,1.0,2.0
526,68.0,Masculino,49051.13,1.0,1.0
527,31.0,Masculino,86219.66,1.0,5.0
528,63.0,Femenino,54173.93,1.0,2.0
529,,Femenino,27842.58,0.0,2.0
530,77.0,Femenino,,1.0,
531,,Femenino,58682.18,1.0,4.0
532,61.0,Femenino,1963.23,0.0,5.0
533,,Masculino,56634.88,,5.0
534,73.0,Femenino,31819.4,1.0,4.0
535,51.0,Masculino,60636.65,1.0,5.0
536,46.0,Masculino,61704.53,1.0,3.0
537,54.0,Femenino,95889.53,1.0,5.0
538,54.0,Masculino,39016.1,1.0,4.0
539,38.0,Masculino,14979.16,1.0,2.0
540,46.0,Masculino,65276.88,1.0,2.0
541,43.0,Femenino,63706.7,1.0,3.0
542,,Femenino,22674.8,0.0,2.0
543,50.0,Femenino,44618.24,1.0,5.0
544,59.0,Femenino,39438.08,1.0,4.0
545,74.0,Femenino,81539.9,,1.0
546,65.0,Femenino,17338.01,0.0,3.0
547,48.0,,6363.03,0.0,2.0
548,20.0,Femenino,35371.92,0.0,4.0
549,78.0,Femenino,78260.4,0.0,4.0
550,21.0,Masculino,,,1.0
551,20.0,Femenino,80976.49,,5.0
552,78.0,Masculino,,,2.0
553,26.0,Femenino,90071.88,1.0,5.0
554,65.0,Masculino,59935.18,1.0,2.0
555,68.0,Femenino,89997.16,1.0,4.0
556,51.0,Femenino,25126.74,1.0,5.0
557,54.0,Femenino,28607.7,,5.0
558,26.0,Masculino,93057.01,0.0,5.0
559,50.0,Femenino,74955.26,0.0,2.0
560,22.0,Masculino,79868.3,1.0,4.0
561,58.0,Femenino,75299.26,1.0,4.0
562,47.0,Masculino,,1.0,3.0
563,66.0,Masculino,25364.69,1.0,4.0
564,32.0,Femenino,12824.3,0.0,1.0
565,37.0,Femenino,,,5.0
566,28.0,Femenino,32307.41,1.0,2.0
567,20.0,Masculino,58118.01,0.0,5.0
568,,Femenino,38641.24,1.0,
569,30.0,Femenino,75562.85,1.0,5.0
570,73.0,Masculino,89011.85,1.0,5.0
571,61.0,Femenino,8308.93,1.0,4.0
572,70.0,Masculino,,,
573,77.0,Femenino,61926.64,1.0,5.0
574,51.0,Masculino,61396.8,0.0,1.0
575,30.0,Masculino,67573.96,1.0,3.0
576,21.0,Femenino,30479.01,1.0,4.0
577,60.0,Masculino,34032.07,0.0,4.0
578,46.0,Masculino,95559.67,0.0,4.0
579,52.0,Femenino,46942.04,1.0,1.0
580,39.0,Masculino,,0.0,4.0
581,28.0,Femenino,45263.89,1.0,2.0
582,,Femenino,17286.22,1.0,4.0
583,77.0,Femenino,2206.17,1.0,4.0
584,22.0,Masculino,22224.75,1.0,3.0
585,71.0,Femenino,82645.54,1.0,2.0
586,56.0,Femenino,32549.34,1.0,4.0
587,51.0,Masculino,89185.25,1.0,
588,21.0,Femenino,99239.39,0.0,5.0
589,,Masculino,15860.47,0.0,5.0
590,22.0,Masculino,87415.88,,
591,30.0,Femenino,51542.63,0.0,1.0
592,39.0,Femenino,35325.4,0.0,5.0
593,71.0,Femenino,21315.61,1.0,5.0
594,,Femenino,2264.69,0.0,5.0
595,26.0,,95845.85,0.0,4.0
596,57.0,Femenino,56309.84,0.0,5.0
597,69.0,,94356.28,0.0,1.0
598,,Masculino,9195.81,,4.0
599,46.0,Femenino,53620.74,1.0,1.0
600,65.0,Masculino,40314.83,1.0,5.0
601,58.0,,13475.5,0.0,3.0
602,68.0,Femenino,94851.29,1.0,2.0
603,46.0,,40151.28,,3.0
604,,Masculino,,,1.0
605,53.0,,7339.78,1.0,4.0
606,55.0,Femenino,9635.1,0.0,1.0
607,74.0,Masculino,93427.78,1.0,2.0
608,79.0,Femenino,66228.81,1.0,3.0
609,69.0,Femenino,43266.41,0.0,1.0
610,,Masculino,6161.01,0.0,1.0
611,62.0,Masculino,47795.73,1.0,1.0
612,60.0,Femenino,76272.44,1.0,1.0
613,21.0,Masculino,33110.04,0.0,
614,55.0,Masculino,,1.0,1.0
615,34.0,Femenino,11517.12,0.0,3.0
616,78.0,Masculino,68713.86,0.0,2.0
617,31.0,Masculino,6896.55,0.0,2.0
618,36.0,Masculino,43591.67,0.0,3.0
619,21.0,,,0.0,2.0
620,18.0,Masculino,7162.38,1.0,2.0
621,53.0,Masculino,67038.02,1.0,5.0
